name,name_c,img,price,no_rates,rating_100,released,system_name,processor,windows,storage,display,Wifi,bluetooth,camera,slim,hdmi,usb,spec_score
Lenovo IdeaPad Slim 3 14IAH8 (83EQ0...,Lenovo IdeaPad Slim 3 14IAH8 (83EQ0072IN) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-14iah8-83eq0072in-166546-v1-small-1.jpg?tr=q-80,48800,648,80,Nov 2024,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Octa-Core",Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, TN LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,77
Acer Aspire 3 A325-42 (UN.34QSI.002...,Acer Aspire 3 A325-42 (UN.34QSI.002) Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/acer/acer-a325-42-un-34qsi-002-164560-v1-small-1.jpg?tr=q-80,38990,1650,82,Sep 2024,- Windows 11,AMD Hexa-Core Ryzen 5 (7430U) 4.3 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.8"" (40.13 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.3 mm,HDMI Port,,71
Acer Aspire 3 A325-42 (UN.34QSI.001...,Acer Aspire 3 A325-42 (UN.34QSI.001) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/acer/acer-a325-42-un-34qsi-001-164571-v1-small-1.jpg?tr=q-80,36990,1650,82,Sep 2024,- Windows 11,AMD Hexa-Core Ryzen 5 (7430U) 4.3 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.8"" (40.13 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.3 mm,HDMI Port,,71
Acer Nitro V ANV15-41 (NH.QPESI.001...,Acer Nitro V ANV15-41 (NH.QPESI.001) Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/acer/acer-anv15-41-nh-qpesi-001-161543-v1-small-1.jpg?tr=q-80,84999,75,82,Apr 2024,- Windows 11,AMD Octa-Core Ryzen 7 (7735HS),Windows 11,"16 GB DDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, TFT LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,86
Lenovo 100e Chromebook Gen 4 (82W00...,Lenovo 100e Chromebook Gen 4 (82W00004HA) Laptop (MediaTek Octa core/4 GB/32 GB eMMC/Google Chrome) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-gen-4-82w00004ha-169449-v3-small-1.jpg?tr=q-80,9499,103,78,May 2025,- Google Chrome,"MediaTek Octa-core 2.5 Ghz, Octa-Core",Google Chrome,4 GB LPDDR4X RAM,"11.6"" (29.46 cm), 1366 x 768 px Display",Wi-fi,Bluetooth,Web Camera,Slim 18.6 mm,HDMI Port,,
Asus Vivobook Go 15 E1504FA-NJ132WS...,Asus Vivobook Go 15 E1504FA-NJ132WS Laptop (AMD Quad Core Ryzen 5/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-e1504fa-nj132ws-168155-v1-small-1.jpg?tr=q-80,36990,1514,84,Mar 2025,- Windows 11,AMD Quad-Core Ryzen 5 (7520U) 4.3 Ghz,Windows 11,"8 GB LPDDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,71
Acer One 14 Z8-415 (UN.31VSI.006) L...,Acer One 14 Z8-415 (UN.31VSI.006) Laptop (Core i3 11th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/acer/acer-z8-415-un-31vsi-006-166590-v1-small-1.jpg?tr=q-80,29990,13125,84,Dec 2024,- Windows 11,"Intel Core i3 (11th Gen) 4.1 Ghz, Dual-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 21.6 mm,HDMI Port,,
Dell Vostro 3520 (VN3520HPCNX001ORB...,Dell Vostro 3520 (VN3520HPCNX001ORB1) Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/dell/dell-3520-vn3520hpcnx001orb1-163544-v1-small-1.jpg?tr=q-80,33990,476,84,Jul 2024,- Windows 11,"Intel Core i3 (12th Gen) 4.4 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.9 mm,HDMI Port,,73
Dell Vostro 3520 (VN3520CYGGW001SDG...,Dell Vostro 3520 (VN3520CYGGW001SDG1) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/dell/dell-vostro-3520-vn3520cyggw001sdg1-laptop-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-163017-v3-small-1.jpg?tr=q-80,50989,476,84,Jun 2024,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,75
Acer Aspire 3 A325-42 (UN.34QSI.006...,Acer Aspire 3 A325-42 (UN.34QSI.006) Laptop (AMD Quad Core Ryzen 3/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/acer/acer-a325-42-un-34qsi-006-165227-v1-small-1.jpg?tr=q-80,29990,519,82,Oct 2024,- Windows 11,AMD Quad-Core Ryzen 3 (7330U) 4.3 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, TFT LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.3 mm,HDMI Port,1 USB Ports,
Apple MacBook Air M4 MC6T4HN/A Ultr...,Apple MacBook Air M4 MC6T4HN/A Ultrabook (Apple M4/16 GB/256 GB SSD/macOS Sequoia) price in India,//www.91-img.com/pictures/laptops/apple/apple-m4-mc6t4hn-a-167873-v1-small-1.jpg?tr=q-80,94990,68,92,Mar 2025,- macOS Sequoia,"Apple M4 4.4 Ghz, Deca-Core",macOS Sequoia,"16 GB Unified Memory RAM, 256 GB SSD","13.6"" (34.54 cm), 2560 x 1664 px, Liquid Retina Display",Wi-fi,Bluetooth,Web Camera,Slim 11.3 mm,,,85
Asus VivoBook Go 14 E1404FA-NK5542W...,Asus VivoBook Go 14 E1404FA-NK5542WS Laptop (AMD Quad Core Ryzen 5/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-e1404fa-nk5542ws-167727-v1-small-1.jpg?tr=q-80,41990,1080,84,Jan 2025,- Windows 11,AMD Quad-Core Ryzen 5 (7520U) 4.3 Ghz,Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,75
Asus VivoBook Go 14 E1404FA-NK5541W...,Asus VivoBook Go 14 E1404FA-NK5541WS Laptop (AMD Quad Core Ryzen 5/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-e1404fa-nk5541ws-168075-v1-small-1.jpg?tr=q-80,41988,1080,84,Jan 2025,- Windows 11,AMD Quad-Core Ryzen 5 (7520U) 4.3 Ghz,Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,73
Lenovo IdeaPad 3 14IAU7 (82RJ00FUIN...,Lenovo IdeaPad 3 14IAU7 (82RJ00FUIN) Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-14iau7-82rj00fuin-164920-v1-small-1.jpg?tr=q-80,34249,1782,84,Aug 2024,- Windows 11,"Intel Core i3 (12th Gen) 4.4 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, TN LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,73
Acer Aspire 3 A325-45 (UN.344SI.004...,Acer Aspire 3 A325-45 (UN.344SI.004) Laptop (Intel Celeron Dual Core/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/acer/acer-a325-45-un-344si-004-163983-v1-small-1.jpg?tr=q-80,23990,2559,78,Jul 2024,- Windows 11,"Intel Celeron Dual-Core 2.8 Ghz, Dual-Core",Windows 11,"8 GB LPDDR4X RAM, 512 GB SSD","15.6"" (39.62 cm), 1366 x 768 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.7 mm,HDMI Port,,
HP Victus 15-fa1351TX (A18QBPA) Lap...,HP Victus 15-fa1351TX (A18QBPA) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-fa1351tx-a18qbpa-167104-v1-small-1.jpg?tr=q-80,56990,2939,86,Dec 2024,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Octa-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,77
Apple MacBook Air M3 MRYR3HN/A Ultr...,Apple MacBook Air M3 MRYR3HN/A Ultrabook (Apple M3/8 GB/256 GB SSD/macOS Sonoma) price in India,//www.91-img.com/pictures/laptops/apple/apple-mryr3hn-a-160930-v1-small-1.jpg?tr=q-80,134900,50,90,Mar 2024,- macOS Sonoma,"Apple M3 4.1 Ghz, Octa-Core",macOS Sonoma,"8 GB Unified Memory RAM, 256 GB SSD","15.3"" (38.86 cm), 2880 x 1864 px, Liquid Retina Display",Wi-fi,Bluetooth,Web Camera,Slim 11.5 mm,,,83
Asus VivoBook 15 X543UA-DM582T Lapt...,Asus VivoBook 15 X543UA-DM582T Laptop (Core i5 8th Gen/8 GB/1 TB/Windows 10) price in India,//www.91-img.com/pictures/laptops/asus/asus-x543ua-dm582t-138722-v1-small-1.jpg?tr=q-80,39990,1644,82,Jun 2020,- Windows 10,"Intel Core i5 (8th Gen) 3.4 Ghz, Quad-Core",Windows 10,"8 GB DDR4 RAM, 1 TB HDD","15.6"" (39.62 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Samsung Galaxy Book 4 Pro NP940XGK-...,Samsung Galaxy Book 4 Pro NP940XGK-KS1IN Laptop (Core Ultra 5/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/samsung/samsung-4-pro-np940xgk-ks1in-160698-v1-small-1.jpg?tr=q-80,131990,57,84,Feb 2024,- Windows 11,Intel Core Ultra 5 4.5 Ghz,Windows 11,"16 GB LPDDR5X RAM, 512 GB SSD","14"" (35.56 cm), 2880 x 1800 px, AMOLED Display",Wi-fi,Bluetooth,Web Camera,Slim 11.6 mm,HDMI Port,,84
HP 15-BE014tx (1HQ27PA) Laptop (Cor...,HP 15-BE014tx (1HQ27PA) Laptop (Core i3 6th Gen/4 GB/1 TB/DOS/2 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-be014tx-1hq27pa-core-i3-6th-gen-4-gb-1-tb-dos-2-gb-115105-small-1.jpg?tr=q-80,35929,591,84,,- DOS,"Intel Core i3 (6th Gen) 2.0 Ghz, Dual-Core",DOS,"4 GB DDR3 RAM, 1 TB HDD","15.6"" (39.62 cm), 1366 x 768 px, LED Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,3 USB Ports,
Lenovo V15 (82TTA07RIH) Laptop (Cor...,Lenovo V15 (82TTA07RIH) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-82tta07rih-165594-v1-small-1.jpg?tr=q-80,42990,276,80,Aug 2024,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,2 USB Ports,75
Lenovo LOQ 15IAX9E (83LK0068IN) Lap...,Lenovo LOQ 15IAX9E (83LK0068IN) Laptop (Core i7 12th Gen/12 GB/512 GB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-15iax9e-83lk0068in-168334-v1-small-1.jpg?tr=q-80,68990,79,84,Jan 2025,- Windows 11,Intel Core i7 (12th Gen) 4.7 Ghz,Windows 11,"12 GB DDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,87
Lenovo V15 Gen 3 (82TTA07QIH) Lapto...,Lenovo V15 Gen 3 (82TTA07QIH) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-gen-3-82tta07qih-169447-v4-small-1.jpg?tr=q-80,41990,57,86,Aug 2024,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Deca-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,75
Apple MacBook Air M4 MW123HN/A Ultr...,Apple MacBook Air M4 MW123HN/A Ultrabook (Apple M4/16 GB/256 GB SSD/macOS Sequoia) price in India,//www.91-img.com/pictures/laptops/apple/apple-m4-mw123hn-a-167896-v1-small-1.jpg?tr=q-80,94990,68,92,Mar 2025,- macOS Sequoia,"Apple M4, Deca-Core",macOS Sequoia,"16 GB Unified Memory RAM, 256 GB SSD","13.6"" (34.54 cm), 2560 x 1664 px, Liquid Retina Display",Wi-fi,Bluetooth,Web Camera,Slim 11.3 mm,,,84
HP 255 G10 (B1FW9PT) Laptop (AMD Qu...,HP 255 G10 (B1FW9PT) Laptop (AMD Quad Core Ryzen 3/8 GB/512 GB SSD/DOS) price in India,//www.91-img.com/pictures/laptops/hp/hp-b1fw9pt-165456-v1-small-1.jpg?tr=q-80,26900,454,80,Oct 2024,- DOS,AMD Quad-Core Ryzen 3 (7320U) 4.1 Ghz,DOS,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1366 x 768 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.6 mm,HDMI Port,,72
Acer Aspire 3 A325-42 (UN.34QSI.004...,Acer Aspire 3 A325-42 (UN.34QSI.004) Laptop (AMD Octa Core Ryzen 7/16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/acer/acer-a325-42-un-34qsi-004-165199-v1-small-1.jpg?tr=q-80,49990,607,80,Oct 2024,- Windows 11,AMD Octa-Core Ryzen 7 (7730U) 4.5 Ghz,Windows 11,"16 GB DDR4 RAM, 1 TB SSD","15.6"" (39.62 cm), 1920 x 1080 px, TFT LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.3 mm,HDMI Port,,74
Acer Aspire 3 A325-42 (UN.34QSI.003...,Acer Aspire 3 A325-42 (UN.34QSI.003) Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/acer/acer-a325-42-un-34qsi-003-164928-v1-small-1.jpg?tr=q-80,46990,607,80,Sep 2024,- Windows 11,AMD Octa-Core Ryzen 7 (7730U) 4.5 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, TFT LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.3 mm,HDMI Port,,74
Motorola Motobook 60 14IRH10R (83J7...,Motorola Motobook 60 14IRH10R (83J7000CIN) Laptop (Core 5 Series 2 /16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/motorola/motorola-14irh10r-83j7000cin-168629-v1-small-1.jpg?tr=q-80,66990,84,88,Apr 2025,- Windows 11,"Intel Core 5 (Series 2) 4.8 Ghz, Octa-Core",Windows 11,"16 GB DDR5 RAM, 512 GB SSD","14"" (35.56 cm), 2880 x 1880 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,73
Motorola Moto Book 60 14IRH10R (83J...,Motorola Moto Book 60 14IRH10R (83J7000AIN) Laptop (Core 5 Series 2 /16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/motorola/motorola-14irh10r-83j7000ain-168632-v1-small-1.jpg?tr=q-80,66990,84,88,Apr 2025,- Windows 11,"Intel Core 5 (Series 2) 4.8 Ghz, Octa-Core",Windows 11,"16 GB DDR5 RAM, 512 GB SSD","14"" (35.56 cm), 2880 x 1880 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,73
Dell G15 5530 (OGN55301106G201RINO)...,Dell G15 5530 (OGN55301106G201RINO) Laptop (Core i5 13th Gen/16 GB/1 TB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/dell/dell-5530-ogn55301106g201rino-168703-v1-small-1.jpg?tr=q-80,74990,113,82,Apr 2025,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Deca-Core",Windows 11,"16 GB DDR5 RAM, 1 TB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
HP Victus 15-fa2703TX (B7GP6PA) Lap...,HP Victus 15-fa2703TX (B7GP6PA) Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-fa2703tx-b7gp6pa-167524-v1-small-1.jpg?tr=q-80,61490,167,80,Feb 2025,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Octa-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,85
Dell G15 5530 (OGN55301124G01RIN) L...,Dell G15 5530 (OGN55301124G01RIN) Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/dell/dell-5530-ogn55301124g01rin-165630-v1-small-1.jpg?tr=q-80,71990,113,82,Oct 2024,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Deca-Core",Windows 11,"16 GB DDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Acer Aspire E E5-576 (UN.GRSSI.005...,Acer Aspire E E5-576 (UN.GRSSI.005) Laptop (Core i3 7th Gen/4 GB/1 TB/Windows 10) price in India,//www.91-img.com/pictures/laptops/acer/acer-aspire-e-e5-576-un-grssi-005-laptop-core-i3-7th-gen-4-gb-1-tb-windows-10-131520-v5-small-1.jpg?tr=q-80,25990,304,82,,- Windows 10,"Intel Core i3 (7th Gen) 2.0 Ghz, Dual-Core",Windows 10,"4 GB DDR4 RAM, 1 TB HDD","15.6"" (39.62 cm), 1366 x 768 px, LED Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,3 USB Ports,
Lenovo LOQ 15ARP9 Gen 9 (83JC0046IN...,Lenovo LOQ 15ARP9 Gen 9 (83JC0046IN) Laptop (AMD Octa Core Ryzen 7/24 GB/512 GB SSD/Windows 11/8 GB) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-15arp9-gen-9-83jc0046in-164141-v1-small-1.jpg?tr=q-80,87990,1009,90,Aug 2024,- Windows 11,AMD Octa-Core Ryzen 7 (7435HS) 4.5 Ghz,Windows 11,"24 GB DDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
HP 15-fd0467TU (B61ZHPA) Laptop (Co...,HP 15-fd0467TU (B61ZHPA) Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-fd0467tu-b61zhpa-167330-v1-small-1.jpg?tr=q-80,54990,497,80,Jan 2025,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,Slim 18.6 mm,HDMI Port,,79
Lenovo IdeaPad Slim 3 14IAH8 (83EQ0...,Lenovo IdeaPad Slim 3 14IAH8 (83EQ0073IN) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-14iah8-83eq0073in-166836-v1-small-1.jpg?tr=q-80,49990,606,78,Dec 2024,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Octa-Core",Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,77
Asus VivoBook 15 X1502VA-BQ837WS La...,Asus VivoBook 15 X1502VA-BQ837WS Laptop (Core i7 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1502va-bq837ws-167947-v1-small-1.jpg?tr=q-80,66972,75,82,Mar 2025,- Windows 11,"Intel Core i7 (13th Gen) 4.9 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,79
Asus VivoBook 15 X1502VA-BQ838WS La...,Asus VivoBook 15 X1502VA-BQ838WS Laptop (Core i7 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1502va-bq838ws-168057-v1-small-1.jpg?tr=q-80,61990,75,82,Feb 2025,- Windows 11,"Intel Core i7 (13th Gen) 4.9 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,79
Asus VivoBook 14 X1404VA-NK760WS La...,Asus VivoBook 14 X1404VA-NK760WS Laptop (Core i3 13th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1404va-nk760ws-168064-v1-small-1.jpg?tr=q-80,38990,319,78,Jan 2025,- Windows 11,"Intel Core i3 (13th Gen) 4.5 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,76
Acer Aspire 3 A325-45 (UN.344SI.005...,Acer Aspire 3 A325-45 (UN.344SI.005) Laptop (Intel Celeron Dual Core/8 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/acer/acer-a325-45-un-344si-005-166840-v1-small-1.jpg?tr=q-80,24800,1094,80,Jan 2025,- Windows 11,"Intel Celeron Dual-Core 2.8 Ghz, Dual-Core",Windows 11,"8 GB LPDDR4X RAM, 256 GB SSD","15.6"" (39.62 cm), 1366 x 768 px, TFT LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,1 USB Ports,
Asus VivoBook 14 X1404VA-NK761WS La...,Asus VivoBook 14 X1404VA-NK761WS Laptop (Core i3 13th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1404va-nk761ws-167972-v1-small-1.jpg?tr=q-80,38689,666,78,Jan 2025,- Windows 11,"Intel Core i3 (13th Gen) 4.5 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,76
Lenovo Ideapad S340 (81NB00F6IN) La...,Lenovo Ideapad S340 (81NB00F6IN) Laptop (AMD Quad Core Ryzen 5/8 GB/1 TB 256 GB SSD/Windows 10) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-s340-81nb00f6in-139033-v1-small-1.jpg?tr=q-80,44990,236,90,Aug 2020,- Windows 10,AMD Quad-Core Ryzen 5 (3500U) 3.7 Ghz,Windows 10,"8 GB DDR4 RAM, 1 TB HDD","14"" (35.56 cm), 1920 x 1080 px, LED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,
Motorola Moto Book 60 14IRH10R (83J...,Motorola Moto Book 60 14IRH10R (83J70008IN) Laptop (Core 7 Series 2 /16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/motorola/motorola-moto-book-60-14irh10r-83j70008in-laptop-core-7-series-2-16-gb-512-gb-ssd-windows-11-168630-v1-small-1.jpg?tr=q-80,74990,76,88,Apr 2025,- Windows 11,"Intel Core 7 (Series 2) 5.2 Ghz, Deca-Core",Windows 11,"16 GB DDR5 RAM, 512 GB SSD","14"" (35.56 cm), 2880 x 1880 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,74
Motorola Moto Book 60 14IRH10R (83J...,Motorola Moto Book 60 14IRH10R (83J7000EIN) Laptop (Core 7 Series 2 /16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/motorola/motorola-14irh10r-83j7000ein-168633-v1-small-1.jpg?tr=q-80,78990,76,88,Apr 2025,- Windows 11,"Intel Core 7 (Series 2) 5.2 Ghz, Deca-Core",Windows 11,"16 GB DDR5 RAM, 1 TB SSD","14"" (35.56 cm), 2880 x 1880 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,75
Motorola Moto Book 60 14IRH10R (83J...,Motorola Moto Book 60 14IRH10R (83J7000DIN) Laptop (Core 7 Series 2 /16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/motorola/motorola-14irh10r-83j7000din-168634-v1-small-1.jpg?tr=q-80,78990,76,88,Apr 2025,- Windows 11,"Intel Core 7 (Series 2) 5.2 Ghz, Deca-Core",Windows 11,"16 GB DDR5 RAM, 1 TB SSD","14"" (35.56 cm), 2880 x 1880 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,75
